event_title,summary,image_url,language,event_type,event_host,ticket_price,booking_url,start_date,end_date,start_time,end_time,event_place,full_address,country_name,state_name,city_name,postal_code
Pop Up Vancouver L'OREAL PRO X KERASTASE,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F496427769%2F143515453803%2F1%2Foriginal.20210831-205959?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=95%2C0%2C608%2C304&s=f3f2f04a819e7c7655c33e08da4c36ab,,,L'OREAL PROFESSIONNEL,Sold Out,https://www.eventbrite.ca/e/pop-up-vancouver-loreal-pro-x-kerastase-tickets-1107338692839?aff=ebdssbdestsearch,,,,,,,Canada,,,
AAMA Airport Conference & Training Seminar,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F256695249%2F175323035135%2F1%2Foriginal.jpg?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C187%2C1500%2C750&s=66443bd1e19d2665f8623364b8ebcdcf,,,Alberta Airports Management Association,102.04,https://www.eventbrite.ca/e/aama-airport-conference-training-seminar-registration-1224242003789?aff=ebdssbdestsearch,2025-06-09,2025-06-13,08:00,14:00,Fantasyland Hotel West Edmonton Mall,"17700 87 Avenue Northwest Edmonton, AB T5T 4V4 Show map",Canada,AB,,T5T 4V4
"Burlesquercise presents ""Reign of the Rose.... A Queens Gala""",,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1018367133%2F231232846276%2F1%2Foriginal.20250428-172428?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.492424242424&fp-y=0.079766536965&s=ae6ae9ce73152e744586a88d2de50436,,,DANCESPORT MD,74.09,https://www.eventbrite.ca/e/burlesquercise-presents-reign-of-the-rose-a-queens-gala-tickets-1342465483399?aff=ebdssbdestsearch,2025-06-21,2025-06-01,19:00,23:30,Polish Canadian Cultural Centre,"3015 15 Street Northeast Calgary, AB T2E 7L8 Show map",Canada,AB,,T2E 7L8
9th Annual Rockin' For The Cure - In Support of Campfire Circle,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F956073883%2F255456352116%2F1%2Foriginal.20250208-181843?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C735%2C1586%2C793&s=27c0343cd293b102e2e9ff564c198df6,,,Rockin' For The Cure Foundation,,https://www.eventbrite.ca/e/9th-annual-rockin-for-the-cure-in-support-of-campfire-circle-tickets-1243611779309?aff=ebdssbdestsearch,2004-06-07,2025-06-01,,15:30,The Edge,"250 Bayly Street West Ajax, ON L1S 3V4 Show map",Canada,ON,,L1S 3V4
64th Annual Meeting of the Phytochemical Society of North America,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F868531529%2F2372445072793%2F1%2Foriginal.20241007-160330?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C267%2C1790%2C895&s=bc83b9670980fe78ff1aef526123f988,,,"York University, Faculty of Science",267.59,https://www.eventbrite.ca/e/64th-annual-meeting-of-the-phytochemical-society-of-north-america-tickets-1041218210697?aff=ebdssbdestsearch,2025-06-24,2025-06-28,14:00,21:00,4700 Keele St,"reet Toronto, ON M3J 1P3 Show map",Canada,ON,,M3J 1P3
Stelly's Secondary 20 Year Reunion,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F874444929%2F2374155009143%2F1%2Foriginal.20241014-225259?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C6912%2C3456&s=bf9f721f3dd79aa8d6b91e064696f2d4,,,Stelly's Stingers,27.96,https://www.eventbrite.ca/e/stellys-secondary-20-year-reunion-tickets-1041728968387?aff=ebdssbdestsearch,2025-06-28,2025-06-01,19:00,23:59,Brentwood Bay Brewskys Taphouse,"7100 Wallace Drive Brentwood Bay, BC V8M 1G9 Show map",Canada,BC,,V8M 1G9
Toronto Machine Learning Society (TMLS) 9th Annual Conference & Expo 2025,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1026403393%2F187228578623%2F1%2Foriginal.20250508-155218?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=815ad9fff2c449b6929bfde06404e7ed,,,Toronto Machine Learning Society (TMLS),0 - 589.27,https://www.eventbrite.ca/e/toronto-machine-learning-society-tmls-9th-annual-conference-expo-2025-tickets-1254923934269?aff=ebdssbdestsearch,2025-06-16,2025-06-17,08:45,16:00,CIBC SQUARE,"81 Bay Street Toronto, ON M5J 0E7 Show map",Canada,ON,,M5J 0E7
2025 NAIOP Edmonton Invitational,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1000971833%2F189194765256%2F1%2Foriginal.20250404-144106?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C24%2C1600%2C800&s=fa4326c40c858073302af8337a88daf0,,,NAIOP Edmonton,257.25,https://www.eventbrite.ca/e/2025-naiop-edmonton-invitational-registration-1141613569919?aff=ebdssbdestsearch,2025-06-18,2025-06-18,08:00,,The Quarry,"945 167 Ave NE Edmonton, AB T5Y 6L2 Show map",Canada,AB,,T5Y 6L2
""" KRIS R "" CONCERT IN TORONTO",,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F990543193%2F1426470914203%2F1%2Foriginal.20250323-163738?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=7cc86332f16165269836abdab15d1daa,,,Varela Productions,54.58,https://www.eventbrite.com/e/kris-r-concert-in-toronto-tickets-1298384726669?aff=ebdssbdestsearch,2025-06-06,2025-06-06,21:00,,VIVO NIGTHCLUB,"2180 Steeles Avenue West Unit 14 Vaughan, ON L4K 2Y7 Show map",Canada,ON,,L4K 2Y7
BC Cattlemen's 97th Annual General Meeting & Conference,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F982055423%2F133930520668%2F1%2Foriginal.20250312-173131?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C4320%2C2160&s=4822c20bf3c4e8f4d8cffd4ae2daeced,,,BC Cattlemen's Association,0,https://www.eventbrite.ca/e/bc-cattlemens-97th-annual-general-meeting-conference-tickets-1261724123819?aff=ebdssbdestsearch,2025-06-05,2025-06-07,17:00,01:00,Cranbrook Curling Centre,"1777 2 Street North Cranbrook, BC V1C 3G9 Show map",Canada,BC,,V1C 3G9
Winnipeg - Intimate Group Medium Reading with Kristel Kernaghan - SOLD OUT,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F949586963%2F78280114741%2F1%2Foriginal.20250131-155430?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C31%2C2826%2C1413&s=3db47949e89f3078162e3e48340bc4a6,,,Divine Clarity - Kristel Kernaghan,79.66,https://www.eventbrite.ca/e/winnipeg-intimate-group-medium-reading-with-kristel-kernaghan-sold-out-tickets-1295695944449?aff=ebdssbdestsearch,2025-06-13,2025-06-01,18:30,20:45,Divine Clarity,"2071 Portage Avenue Winnipeg, MB R3J 0K9 Show map",Canada,MB,,R3J 0K9
Eileen Laverty,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F946254583%2F283211771490%2F1%2Foriginal.20250128-032811?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=5b3551ab91f7c11596bcfa1ab41187f0,,,The Bassment,,https://www.eventbrite.ca/e/eileen-laverty-tickets-1224322544689?aff=ebdssbdestsearch,2025-06-07,2025-06-07,06:30,,The Bassment,"202 4th Avenue N Saskatoon, SK S7K 0K1 Show map",Canada,SK,,S7K 0K1
2025 Lions Cup Moot,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F979890573%2F250151307947%2F1%2Foriginal.20250310-164250?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=103%2C0%2C400%2C200&s=a5e86f725ea8e86893ffd43221790751,,,Lions Cup Steering Committee,,https://www.eventbrite.ca/e/2025-lions-cup-moot-tickets-1277252820569?aff=ebdssbdestsearch,,,,,,,Canada,,,
11th Annual KEPA Summit,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1014453563%2F227614715416%2F1%2Foriginal.20250422-205631?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1200%2C600&s=c3dd8ac40c497dca21165662b300198f,,,Oldman Watershed Council,0,https://www.eventbrite.ca/e/11th-annual-kepa-summit-tickets-1334563307779?aff=ebdssbdestsearch,,,,,Blood Tribe/Kainai Nation,"Kainai Nation Lavern, AB T0L 0B8 Show map",Canada,AB,,T0L 0B8
Sooke Secret Garden Tour,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F995371853%2F64610325379%2F1%2Foriginal.20250328-201550?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C0%2C816%2C408&s=7c0211102a15672391c134e79e75676d,,,Sooke Philharmonic Orchestra,43.93,https://www.eventbrite.ca/e/sooke-secret-garden-tour-tickets-1304700045959?aff=ebdssbdestsearch,2025-06-07,2025-06-08,10:00,16:00,Sooke,"2070 Phillips Rd , BC V9Z 0Y3 Show map",Canada,BC,,V9Z 0Y3
S&L Annual Pride Boat Cruise,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1005489073%2F1581384702713%2F1%2Foriginal.20250410-020824?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=d56d9da7411816beed7ea3f91754d3d4,,,,43.93,https://www.eventbrite.com/e/sl-annual-pride-boat-cruise-tickets-1319569721559?aff=ebdssbdestsearch,2025-06-28,2025-06-01,13:30,17:30,178 Cherry St,"reet Toronto, ON M5A 3L2 Show map",Canada,ON,,M5A 3L2
2025 Toronto Fire Fighters’ Charity Gala,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1020841813%2F1721430518883%2F1%2Foriginal.20250501-095458?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=79f75c7f41c4d74ce2ef26efedb9a0f1,,,Toronto Professional Firefighters' Association,33.28,https://www.eventbrite.ca/e/2025-toronto-fire-fighters-charity-gala-tickets-1299777753249?aff=ebdssbdestsearch,2008-06-06,2025-06-01,,20:30,Parkview Manor,"55 Barber Greene Road #1 Toronto, ON M3C 2A1 Show map",Canada,ON,,M3C 2A1
Jewish Culture Festival at Rocky Point Park,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1028811833%2F2074387140583%2F1%2Foriginal.20250512-162108?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.456439393939&fp-y=0.465231788079&s=30ec8a4bcca8e8f219a6ca45f5ecd8e8,,,Chabad of the Tri-Cities,0 - 180,https://www.eventbrite.ca/e/jewish-culture-festival-at-rocky-point-park-registration-1340549592919?aff=ebdssbdestsearch,2025-06-08,2025-06-01,13:00,16:00,Rocky Point Park,"2800 Murray Street Port Moody, BC V3H 1X2 Show map",Canada,BC,,V3H 1X2
Dallas Alexander Live - W/ Special Guests Riley Anderson & Jarrod Morris,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F981796043%2F446774519866%2F1%2Foriginal.20250312-135740?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.486742424242&fp-y=0.303986710963&s=51f2cc8aa0c9c3c7b9107db746df43a1,,,,27.96,https://www.eventbrite.com/e/dallas-alexander-live-w-special-guests-riley-anderson-jarrod-morris-tickets-1278776889099?aff=ebdssbdestsearch,2025-06-29,2025-06-01,18:00,23:30,TWIN CITIES SALOON,"105 Morrison Road Longview, AB T0L 1H0 Show map",Canada,AB,,T0L 1H0
TWO KINGS TRIBUTE LIVE IN CONCERT,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F930124993%2F205524695161%2F1%2Foriginal.20250108-001243?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C119%2C4096%2C2048&s=00fd9b8352930f102ec5aa7b87674f42,,,"DJ DODGE, ELVIS TRIBUTE ARTIST",138.72,https://www.eventbrite.ca/e/two-kings-tribute-live-in-concert-tickets-1135120488939?aff=ebdssbdestsearch,2006-06-29,2025-06-01,,22:30,Penticton Lakeside Resort & Conference Centre,"21 Lakeshore Drive West Penticton, BC V2A 7M5 Show map",Canada,BC,,V2A 7M5
Zumba for Love in support of BC Cancer Foundation - June 15th,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F995481383%2F511511543971%2F1%2Foriginal.20250328-231055?w=600&auto=format%2Ccompress&q=75&sharp=10&s=8a33d49875ae889e49c1dc1c405944f1,,,Vancouver Young Volunteer Association,15 - 49.99,https://www.eventbrite.ca/e/zumba-for-love-in-support-of-bc-cancer-foundation-june-15th-tickets-1268014508529?aff=ebdssbdestsearch,2025-06-15,2025-06-01,14:30,14:00,Vancouver Japanese Language School and Japanese Hall National Historic Site,"487 Alexander Street Vancouver, BC V6A 1C6 Show map",Canada,BC,,V6A 1C6
RVRHS Class of 1980’s 45th (gasp) reunion,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1005913413%2F187882996706%2F1%2Foriginal.20250410-152252?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C146%2C2796%2C1398&s=2460200e0b700f992d4b22bcde7d36f3,,,Nancy Wood,49.26,https://www.eventbrite.ca/e/rvrhs-class-of-1980s-45th-gasp-reunion-tickets-1320098422919?aff=ebdssbdestsearch,2025-06-07,2025-06-01,19:00,23:59,Otterburn Legion and Curling Club,"318 Rue Connaught Otterburn Park, QC J3H 1J1 Show map",Canada,QC,,J3H 1J1
SUMMER BOAT PARTY by BOOTLEGGERS - M.V.ABITIBI BOAT & HECC AFTERPARTY,,,,,Bootleggers Cocktail,59.91,https://www.eventbrite.ca/e/summer-boat-party-by-bootleggers-mvabitibi-boat-hecc-afterparty-tickets-1245208665639?aff=ebdssbdestsearch,2025-06-06,2025-06-01,19:00,06:30,Plaza of Nations,"750 Pacific Boulevard Vancouver, BC V6B 5E7 Show map",Canada,BC,,V6B 5E7
Pride in Construction 2025 - Community Engagement Event,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F758484489%2F2128817987943%2F1%2Foriginal.20240503-020027?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C159%2C940%2C470&s=5c0bab8ba1b9d94b0684431d6c220bb0,,,DiversiTrade Resource & Connection Centre,0 - 2000,https://www.eventbrite.ca/e/pride-in-construction-2025-community-engagement-event-tickets-1255152036529?aff=ebdssbdestsearch,2025-06-06,2025-06-01,09:00,16:00,Sait Polytechnic,"1301 16 Avenue Northwest Calgary, AB T2M 0L4 Show map",Canada,AB,,T2M 0L4
Annie Blanchard & Maxime Landry - Le country de nos idoles,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F830820999%2F973105506833%2F1%2Foriginal.20240820-181512?w=600&auto=format%2Ccompress&q=75&sharp=10&s=e2848df98a8be498b410c1329cf1cc72,,,Centre culturel La Ronde,6523,https://www.eventbrite.ca/e/billets-annie-blanchard-maxime-landry-le-country-de-nos-idoles-991475067617?aff=ebdssbdestsearch,,,,,32 Mountjoy St N,"32 Mountjoy Street North Timmins, ON P4N 4V6 Afficher la carte",Canada,ON,,P4N 4V6
"Starlight Pops presents ""YESTERDAY ONCE MORE!""",,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F959476773%2F1973960138283%2F1%2Foriginal.20250212-220622?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.558170654912&fp-y=0.100194552529&s=5cc7f163f54dee08e39e8b6917fef674,,,Starlight Pops,25,https://www.eventbrite.com/e/starlight-pops-presents-yesterday-once-more-tickets-1247588032389?aff=ebdssbdestsearch,2025-06-08,2025-06-01,14:30,14:30,Dave Dunnet Community Theatre,"2121 Cadboro Bay Road Victoria, BC V8R 5G4 Show map",Canada,BC,,V8R 5G4
"Francois Massicotte, nouveau spectacle, 8.0 ! 30$ !",,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1010308393%2F343509031281%2F1%2Foriginal.20250416-134231?w=600&auto=format%2Ccompress&q=75&sharp=10&s=94763f429a7abd992e647cef09b0dc23,,,Maguy Muzik,3328,https://www.eventbrite.com/e/billets-francois-massicotte-nouveau-spectacle-80-30-1222830742669?aff=ebdssbdestsearch,,,,,Centre Culturel de Verchères,"92 Montée Calixa-Lavallée Verchères, QC J0L 2R0 Afficher la carte",Canada,QC,,J0L 2R0
High Park Saturday Intermediate Class,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1015372713%2F696827504333%2F1%2Foriginal.20250423-202120?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.005&fp-y=0.005&s=baa9c75eabea038d79f68c11b3bc384f,,,Children's Arts Theatre School,27.96,https://www.eventbrite.com/e/high-park-saturday-intermediate-class-tickets-1321131894059?aff=ebdssbdestsearch,2025-06-07,2025-06-01,02:30,15:30,Alumnae Theatre Company,"70 Berkeley Street Toronto, ON M5A 2W6 Show map",Canada,ON,,M5A 2W6
Calgary | Straight Speed Dating Event | Ages 27-36,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F999728123%2F1507616957993%2F1%2Foriginal.20250403-082817?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.48252091785&fp-y=0.451361867704&s=c0dd68f7da9ff0e4ba775d9dd6ba6b54,,,Flare Events,46.13,https://www.eventbrite.ca/e/calgary-straight-speed-dating-event-ages-27-36-tickets-1311448059449?aff=ebdssbdestsearch,2025-06-03,2025-06-01,19:00,22:00,Truth Bar,"608 17 Avenue Southwest Calgary, AB T2R 1P2 Show map",Canada,AB,,T2R 1P2
Plus Un: Hors Pair Social's Black-Tie Anniversary Party,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1012156763%2F942738787423%2F1%2Foriginal.20250418-182637?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.0060728406326&fp-y=0.000447470817121&s=9ccbef264d74240229abcaaffdb7795b,,,Hors Pair Social,33.28,https://www.eventbrite.ca/e/plus-un-hors-pair-socials-black-tie-anniversary-party-tickets-1329780070989?aff=ebdssbdestsearch,2025-06-07,2025-06-07,22:00,,Sky Lounge,"73 York Street #Top Floor Ottawa, ON K1N 5T2 Show map",Canada,ON,,K1N 5T2
Levent GradFest 21 juin,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1018637493%2F2744438066801%2F1%2Foriginal.20250428-222055?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C554%2C4238%2C2119&s=65138b9314551b74ea3c14b3e87404a9,,,Levent,10.24,https://www.eventbrite.com/e/levent-gradfest-21-juin-tickets-1343176239289?aff=ebdssbdestsearch,2025-06-21,2025-06-22,20:00,03:00,Exposition agricole de Cookshire-Eaton,"580 Québec 108 Cookshire-Eaton, QC J0B 1M0 Show map",Canada,QC,,J0B 1M0
Festival des Solutions Climatiques 2025 Climate Solutions Festival,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F945661253%2F1334466057103%2F1%2Foriginal.20250127-164537?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=0a4249339e85b71612c6b43c82b6baa8,,,Climate Solutions Prize Organization,109.25,https://www.eventbrite.ca/e/festival-des-solutions-climatiques-2025-climate-solutions-festival-tickets-1223751877809?aff=ebdssbdestsearch,2025-06-17,2025-06-04,09:00,,Bonsecours Market,"325 rue De la Commune Est Montréal, QC H2Y 1H2 Show map",Canada,QC,,H2Y 1H2
Advocis Greater Hamilton: Annual Golf Tournament,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F736646559%2F538716692223%2F1%2Foriginal.20240405-140024?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=2087486500e7e36901042e3429cace20,,,Advocis Greater Hamilton Chapter,210.75,https://www.eventbrite.ca/e/advocis-greater-hamilton-annual-golf-tournament-tickets-1291241380729?aff=ebdssbdestsearch,2025-06-05,2025-06-01,08:00,15:00,Heron Point Golf Links,"2787 Dunmark Road Hamilton, ON L0R 1R0 Show map",Canada,ON,,L0R 1R0
V&Q's Newfie Night 2025: THE EAST COAST GHOSTS,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1016493523%2F171347298435%2F1%2Foriginal.20250425-050058?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C128%2C4096%2C2048&s=2621b535bc5450ff837ac301fae6f9fd,,,"Vancouver & Quadra Lodge No. 2, A.F. & A.M.",30 - 37.50,https://www.eventbrite.ca/e/vqs-newfie-night-2025-the-east-coast-ghosts-tickets-1338114690059?aff=ebdssbdestsearch,2025-06-04,2025-06-01,19:00,06:30,Masonic Hall,"650 Fisgard Street Victoria, BC V8W 1R6 Show map",Canada,BC,,V8W 1R6
Soccer Watch Party | Ottawa ⚽️,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1009094263%2F1753264014353%2F1%2Foriginal.20250415-065804?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=f034708962b51d254ade1854ea1307ab,,,UA CANADA,,https://www.eventbrite.ca/e/soccer-watch-party-ottawa-tickets-1298787942699?aff=ebdssbdestsearch,2003-06-07,2025-06-01,,15:00,425 Marché Way,"Ottawa, ON K1S 5H6 Show map",Canada,ON,,K1S 5H6
High Park Wednesday Senior Class,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1015352753%2F696827504333%2F1%2Foriginal.20250423-200143?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.005&fp-y=0.005&s=5a8a4001a6fae1ab88ca9afc47fcd161,,,Children's Arts Theatre School,27.96,https://www.eventbrite.com/e/high-park-wednesday-senior-class-tickets-1320716501609?aff=ebdssbdestsearch,2008-06-04,2025-06-01,,19:45,Alumnae Theatre Company,"70 Berkeley Street Toronto, ON M5A 2W6 Show map",Canada,ON,,M5A 2W6
Tsudoi - Bring Back the Heart,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1000570863%2F948973899813%2F1%2Foriginal.20250404-000736?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=818c1452e3630a2a68062a2c16d592bb,,,GVJCCA,,https://www.eventbrite.ca/e/tsudoi-bring-back-the-heart-tickets-1306085188959?aff=ebdssbdestsearch,2025-06-20,2025-06-22,14:00,12:00,Nikkei National Museum & Cultural Centre,"6688 Southoaks Crescent Burnaby, BC V5E 4M7 Show map",Canada,BC,,V5E 4M7
"Canadian Cultural Festival - June 28, 2025",,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F992459273%2F2021934343323%2F1%2Foriginal.png?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C940%2C470&s=ed05b2f979546493fe1827c9b34c510e,,,Vancouver Young Volunteer Association,Free,https://www.eventbrite.ca/e/canadian-cultural-festival-june-28-2025-tickets-1301259465089?aff=ebdssbdestsearch,2025-06-28,2025-06-01,11:00,10:50,Nikkei National Museum & Cultural Centre,"6688 Southoaks Crescent Burnaby, BC V5E 4M7 Show map",Canada,BC,,V5E 4M7
Kitsilano Beach Cleanup - Hosted by Shoreline Rescue Club,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1012467533%2F2723957187231%2F1%2Foriginal.20250419-132013?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=59a35b612ec089da4eb4ae4e5ba9bcd8,,,Shoreline Rescue Club,,https://www.eventbrite.ca/e/kitsilano-beach-cleanup-hosted-by-shoreline-rescue-club-tickets-1331554879489?aff=ebdssbdestsearch,,,,,,,Canada,,,
The 3rd Annual Winnipeg Bachatafest by Harold & Regan (Dance World Co),,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1029978863%2F687592538943%2F1%2Foriginal.20250513-181934?w=600&auto=format%2Ccompress&q=75&sharp=10&s=46beedcd86baa6aff8ebbdb8fa4a2577,,,Dance World International Inc.,,https://www.eventbrite.ca/e/the-3rd-annual-winnipeg-bachatafest-by-harold-regan-dance-world-co-tickets-892693098087?aff=ebdssbdestsearch,2025-06-06,2025-06-08,12:00,22:00,"The Fort Garry Hotel, Spa and Conference Centre","222 Broadway Winnipeg, MB R3C 0R3 Show map",Canada,MB,,R3C 0R3
Freakout Circus Extravaganza 5! More Circus! More Freakout!,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1012820053%2F2669997525241%2F1%2Foriginal.20250420-161945?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.503787878788&fp-y=0.468401486989&s=24d9fed9642a86127fff5dfffe995a03,,,The History of Gunpowder,38.61,https://www.eventbrite.com/e/freakout-circus-extravaganza-5-more-circus-more-freakout-tickets-1329182303049?aff=ebdssbdestsearch,2025-06-20,2025-06-01,20:00,23:59,The Wise,"1882 Adanac Street Vancouver, BC V5L 2E2 Show map",Canada,BC,,V5L 2E2
Zulu Kids Calgary 2025,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F878492579%2F80436079587%2F1%2Foriginal.20241018-224349?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C189%2C2040%2C1020&s=62160d7891b3ca35e6cb3e12956c36f2,,,Zulu Challenge,43.93,https://www.eventbrite.ca/e/zulu-kids-calgary-2025-tickets-1051226265057?aff=ebdssbdestsearch,2012-06-14,2025-06-01,,15:00,Edworthy Park,"5050 Spruce Dr SW Calgary, AB T3K 2P6 Show map",Canada,AB,,T3K 2P6
ARAS 78th Parade - PARADE REGISTRATION,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1010451853%2F450832282758%2F1%2Foriginal.20250416-155714?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=a9ffd26d78af1290cf79b80299a1445b,,,ARAS (Ardrossan Recreation & Agricultural Society),107.83,https://www.eventbrite.ca/e/aras-78th-parade-parade-registration-registration-1325326440059?aff=ebdssbdestsearch,2025-06-14,2025-06-01,09:00,13:00,Ardrossan Elementary,"53131 Range Road 222 Ardrossan, AB T8E 2M8 Show map",Canada,AB,,T8E 2M8
