event_title,summary,image_url,language,event_type,event_host,ticket_price,booking_url,start_date,end_date,start_time,end_time,event_place,full_address,country_name,state_name,city_name,postal_code
Mark Reeves at Blue Note Park - plus Car 287,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1017422733%2F154897380452%2F1%2Foriginal.20250426-212203?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C712%2C1170%2C585&s=2d55a93aef6967e729232822641827c7,,,Times Change(d) High & Lonesome Club,20,https://www.eventbrite.ca/e/mark-reeves-at-blue-note-park-plus-car-287-tickets-1264367189299?aff=ebdssbdestsearch,2025-06-06,2025-06-01,20:00,14:30,Blue Note Park,"220 Main St Winnipeg, MB R3C 1A8 Show map",Canada,MB,,R3C 1A8
Domenico's 18th Birthday and Fundraiser For Sarcoma Research,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1026915053%2F537663793163%2F1%2Foriginal.20250509-025648?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1600%2C800&s=b17648e13dcd99b579b2eb076839d36b,,,En Rose Events,,https://www.eventbrite.com/e/domenicos-18th-birthday-and-fundraiser-for-sarcoma-research-tickets-1318075492279?aff=ebdssbdestsearch,2025-06-12,2025-06-13,19:00,,La Primavera Event Space,"77 Woodstream Boulevard Vaughan, ON L4L 7Y6 Show map",Canada,ON,,L4L 7Y6
"Brooke Nicholls | Whatever You Say Tour - Fredericton, NB",,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1014939013%2F1568772037783%2F1%2Foriginal.20250423-131739?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.768939393939&fp-y=0.486988847584&s=e3b0ae8b18a0c0ac30797a1d0043876e,,,Joy 96.5,23.70,https://www.eventbrite.ca/e/brooke-nicholls-whatever-you-say-tour-fredericton-nb-tickets-1335213131419?aff=ebdssbdestsearch,2007-06-13,2025-06-01,,21:30,Journey Church Fredericton,"131 Duncan Lane Fredericton, NB E3B 7S2 Show map",Canada,NB,,E3B 7S2
Her Shot Women's Hockey Training Camp,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1012334943%2F311280627670%2F1%2Foriginal.20250419-002629?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=117%2C0%2C4746%2C2373&s=1dbe693074953c22d7b8409a6dbf5a3b,,,LOFT32,0,https://www.eventbrite.ca/e/her-shot-womens-hockey-training-camp-tickets-1331421821509?aff=ebdssbdestsearch,2025-06-03,2025-06-05,09:00,08:30,University of Guelph,"50 Stone Road East Guelph, ON N1G 2W1 Show map",Canada,ON,,N1G 2W1
DAYBREAKER TORONTO // HEATWAVE // JUNE 13,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1020161743%2F2376099153553%2F1%2Foriginal.20250430-150515?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.500946969697&fp-y=0.520446096654&s=7b8e496e277ab14cf2ec9022b981f018,,,DAYBREAKER,69 - 74,https://www.eventbrite.com/e/daybreaker-toronto-heatwave-june-13-tickets-1345444263009?aff=ebdssbdestsearch,2025-06-13,2025-06-14,21:00,,Othership Yorkville,"110 Bloor Street West Toronto, ON",Canada,ON,,M5S 2W7
WICKED WOODS PRE-PARTY (EDMONTON) FT. SAKA,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1015628313%2F2085894612943%2F1%2Foriginal.20250424-034136?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=a008d2a6c9d052b31796dd740deba928,,,United Bass Kollective,17.31,https://www.eventbrite.com/e/wicked-woods-pre-party-edmonton-ft-saka-tickets-1336216332019?aff=ebdssbdestsearch,2025-06-07,2025-06-07,20:30,,The Backyard,"10004 103A Avenue Northwest Edmonton, AB T5J 3T9 Show map",Canada,AB,,T5J 3T9
Joshua Brown at First Unitarian Church,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F990747703%2F209956023836%2F1%2Foriginal.20250323-235419?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C73%2C722%2C361&s=78a22b44749af83c90fd582db80352a4,,,Eine Kleine Summer Music,37.53,https://www.eventbrite.ca/e/joshua-brown-at-first-unitarian-church-tickets-1302649683269?aff=ebdssbdestsearch,2025-06-22,2025-06-22,14:30,,First Unitarian Church of Victoria,"5575 West Saanich Road Victoria, BC V9E 2G1 Show map",Canada,BC,,V9E 2G1
Solstice,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F963512633%2F283211771490%2F1%2Foriginal.20250218-175342?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=5fc2d2d0476d5d49b9abab899a7179b1,,,The Bassment,,https://www.eventbrite.ca/e/solstice-tickets-1253345372749?aff=ebdssbdestsearch,2025-06-22,2025-06-22,13:00,,The Bassment,"202 4th Avenue N Saskatoon, SK S7K 0K1 Show map",Canada,SK,,S7K 0K1
"Collage Night: Thursday, June 12",,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F995685963%2F52458881554%2F1%2Foriginal.20250329-144632?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.005&fp-y=0.005&s=a5ef154bfe25ea5f456ccb6250c3a7d6,,,Issues Magazine Shop,55.66,https://www.eventbrite.ca/e/collage-night-thursday-june-12-registration-1305039330769?aff=ebdssbdestsearch,2025-06-12,2025-06-01,18:30,06:30,Issues Magazine Shop,"1489 Dundas Street West Toronto, ON M6K 1T6 Show map",Canada,ON,,M6K 1T6
Puras Cosas Maravillosas en Vancouver 7pm,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F994290983%2F183302856592%2F1%2Foriginal.20250327-161318?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.00856060606061&fp-y=0.0060594795539&s=9ca1173912b4bae28a8fd0ba21d8885f,,,Tiranube Entertainment,86.53,https://www.eventbrite.com/e/puras-cosas-maravillosas-en-vancouver-7pm-tickets-1230587844369?aff=ebdssbdestsearch,2007-06-28,2025-06-01,,20:30,"Newmont Stage at the BMO Theatre Centre, Arts Club Theatre Company","162 West 1st Avenue #203 Vancouver, BC V5Y 0H6 Show map",Canada,BC,,V5Y 0H6
"Meat, Heat, and Eat (St. John's, NL)",,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F977967203%2F406265430387%2F1%2Foriginal.20250307-151150?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1200%2C600&s=213689b48f2f6c0601660804c600f7ba,,,The BBQ Emporium,175,https://www.eventbrite.ca/e/meat-heat-and-eat-st-johns-nl-tickets-1118004153519?aff=ebdssbdestsearch,2025-06-21,2025-06-01,16:00,20:00,Banished Brewing Limited,"9 Maverick Place Paradise, NL A1L 1Y8 Show map",Canada,NL,,A1L 1Y8
MILES BLACK & MONICA SIU Shades of Jazz and Friends “Steppin Ahead” Show,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1018855363%2F81157864963%2F1%2Foriginal.20250429-054020?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=586964f04a2bed8ac8b786d1c22281f7,,,Monica Siu Shades of Jazz,41.80,https://www.eventbrite.ca/e/miles-black-monica-siu-shades-of-jazz-and-friends-steppin-ahead-show-tickets-1339164570279?aff=ebdssbdestsearch,2008-06-14,2025-06-01,,22:00,"Pyatt Hall at the VSO School Of Music, Seymour Street, Vancouver, BC, Canada","843 Seymour Street 2nd Floor Vancouver, BC V6B 3L4 Show map",Canada,BC,,V6B 3L4
ScaleUP Week 2025,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F981589053%2F2675798086921%2F1%2Foriginal.png?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C940%2C470&s=ce887e4dcdc719feee3bdf1747c9b931,,,,99,https://www.eventbrite.com/e/scaleup-week-2025-tickets-1280486322059?aff=ebdssbdestsearch,2025-06-02,2025-06-05,08:00,20:00,Ross Glen Hall,"4825 Mount Royal Gate Southwest Calgary, AB T3E 6X4 Show map",Canada,AB,,T3E 6X4
Digital Momentum Summit,,,,,Flywheel Strategic,119 - 159,https://www.eventbrite.ca/e/digital-momentum-summit-registration-1234926180449?aff=ebdssbdestsearch,2025-06-03,2025-06-01,09:00,16:00,"100 Queens Quay East, Toronto, ON, Canada","100 Queens Quay East Toronto, ON M5E 1Z2 Show map",Canada,ON,,M5E 1Z2
2025 NB Curling Awards Gala,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1013612983%2F2530096707001%2F1%2Foriginal.20250421-232043?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.287878787879&fp-y=0.628019323671&s=e2870a0d0bf0a6f4afbb2e05d2b5ad5e,,,Capital Winter Club,54.58,https://www.eventbrite.com/e/2025-nb-curling-awards-gala-tickets-1333445223559?aff=ebdssbdestsearch,2025-06-13,2025-06-01,19:00,23:59,Delta Hotels Fredericton,"225 Woodstock Road Fredericton, NB E3B 2H8 Show map",Canada,NB,,E3B 2H8
Taste the Rainbow with Gunn's Hill Artisan Cheese,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1005328003%2F97997503023%2F1%2Foriginal.20250409-214738?w=600&auto=format%2Ccompress&q=75&sharp=10&s=62b815e936dba9e892ebbb723cfe59cc,,,Gunn's Hill Artisan Cheese,28.25,https://www.eventbrite.ca/e/taste-the-rainbow-with-gunns-hill-artisan-cheese-tickets-1319462851909?aff=ebdssbdestsearch,2006-06-12,2025-06-01,,19:30,Gunn's Hill Artisan Cheese,"445172 Gunns Hill Rd Woodstock, ON N4S 7V8 Show map",Canada,ON,,N4S 7V8
Muse Ensemble at Deep Cove Winery,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F990230233%2F209956023836%2F1%2Foriginal.20250322-200323?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C16%2C4288%2C2144&s=7f02338d9658bdadda18aeaac172ffce,,,Eine Kleine Summer Music,53.35,https://www.eventbrite.ca/e/muse-ensemble-at-deep-cove-winery-tickets-1302645370369?aff=ebdssbdestsearch,2025-06-02,2025-06-02,19:00,,Deep Cove Winery,"11195 Chalet Road North Saanich, BC V8L 5M2 Show map",Canada,BC,,V8L 5M2
Tafelmusik at the Garden: Mozart's Kindred Spirits,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F842961379%2F99205391467%2F1%2Foriginal.20240905-202944?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C194%2C1200%2C600&s=c56e589e0683c295df9cd805035d5c9b,,,Toronto Botanical Garden,16.54,https://www.eventbrite.ca/e/tafelmusik-at-the-garden-mozarts-kindred-spirits-tickets-1009940779057?aff=ebdssbdestsearch,2025-06-13,2025-06-01,19:00,20:15,Toronto Botanical Garden,"777 Lawrence Avenue East Toronto, ON M3C 1P2 Show map",Canada,ON,,M3C 1P2
Secret Sessions 2nd Birthday Celebration,,,,,Secret Sessions Vancouver,6.90,https://www.eventbrite.ca/e/secret-sessions-2nd-birthday-celebration-tickets-1279651434889?aff=ebdssbdestsearch,2025-06-01,2025-06-01,17:00,21:00,The Pleasant FOOD•DRINKS•COMMUNITY,"2434 Main Street Vancouver, BC V5T 3E2 Show map",Canada,BC,,V5T 3E2
SLSS After Prom 2025,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F949711213%2F707380078873%2F1%2Foriginal.20250131-180216?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.492522040302&fp-y=0.241245136187&s=0727228d85a89be864cecaf80e435573,,,TRIFECTA Entertainment,15,https://www.eventbrite.com/e/slss-after-prom-2025-tickets-1230653410479?aff=ebdssbdestsearch,2025-06-04,2025-06-05,23:00,22:40,25 Planchet Rd #6,"25 Planchet Road #6 Vaughan, ON L4K 2C5 Show map",Canada,ON,,L4K 2C5
THE FANTASTIC VOYAGE,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F990612043%2F1060524798103%2F1%2Foriginal.20250323-191258?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=4fd0086cbb33d16cd051b505a0766929,,,Marcus Visionary & Tribal Life Music,22.63,https://www.eventbrite.com/e/the-fantastic-voyage-tickets-1298485086849?aff=ebdssbdestsearch,2025-06-06,2025-06-06,22:00,,BSMT254,"254 Lansdowne Avenue Toronto, ON M6H 3X9 Show map",Canada,ON,,M6H 3X9
Afro Jazz (vol. 2) with the John Dapaah Quintet,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F957356183%2F198758524202%2F1%2Foriginal.20250210-202850?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C529%2C4080%2C2040&s=77f54b5f4598231976ecd5e5fda17984,,,John Kofi Dapaah,30.35,https://www.eventbrite.ca/e/afro-jazz-vol-2-with-the-john-dapaah-quintet-tickets-1245380599899?aff=ebdssbdestsearch,2025-06-06,2025-06-01,19:30,21:00,First Unitarian Congregation of Ottawa,"30 Cleary Avenue Ottawa, ON K2A 4A1 Show map",Canada,ON,,K2A 4A1
The Dance Method SZN 6 Annual Recital! 7:30 PM SHOW #2,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1018685173%2F320093554325%2F1%2Foriginal.20250428-234014?w=600&auto=format%2Ccompress&q=75&sharp=10&s=00d455af5ee820bc05e944ea841d36df,,,The Dance Method,31.59,https://www.eventbrite.ca/e/the-dance-method-szn-6-annual-recital-730-pm-show-2-tickets-1342878629129?aff=ebdssbdestsearch,2025-06-10,2025-06-01,19:30,19:30,Royal Manitoba Theatre Centre,"174 Market Avenue John Hirsch Main stage Winnipeg, MB R3B 0P8 Show map",Canada,MB,,R3B 0P8
"Atlantic Sex Show: Evening Rendezvous - Saturday, June 14",,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F992688023%2F1381984987373%2F1%2Foriginal.20250325-221407?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=b29a2f92237513db7eb201ac2e90234f,,,Atlantic Sex Show,54.58,https://www.eventbrite.com/e/atlantic-sex-show-evening-rendezvous-saturday-june-14-tickets-1301554808469?aff=ebdssbdestsearch,2005-06-14,2025-06-01,,21:00,Light House Arts Centre,"1800 Argyle Street Halifax, NS B3J 3N8 Show map",Canada,NS,,B3J 3N8
The Galvin Cello Quartet at First Unitarian Church,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F990731833%2F209956023836%2F1%2Foriginal.20250323-231849?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C88%2C1000%2C500&s=063756bce108d699e3f95ebcea012e70,,,Eine Kleine Summer Music,Donation,https://www.eventbrite.ca/e/the-galvin-cello-quartet-at-first-unitarian-church-tickets-1302647867839?aff=ebdssbdestsearch,2025-06-15,2025-06-15,14:30,,First Unitarian Church of Victoria,"5575 West Saanich Road Victoria, BC V9E 2G1 Show map",Canada,BC,,V9E 2G1
Cambrian Players' Gala: A Celebration of Theatre in Our Community,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F972376823%2F779614434483%2F1%2Foriginal.20250301-021723?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=147e05ecc96c9b481567568f5489d148,,,Cambrian Players,70.56,https://www.eventbrite.ca/e/cambrian-players-gala-a-celebration-of-theatre-in-our-community-tickets-1264397138879?aff=ebdssbdestsearch,2025-06-21,2025-06-21,18:00,,Slovak Legion,"801 Atlantic Avenue Thunder Bay, ON P7C 2T3 Show map",Canada,ON,,P7C 2T3
"CIM GTA West Golf Tournament, June 2025",,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F972274833%2F171656432330%2F1%2Foriginal.20250228-224031?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C709%2C22676%2C11338&s=b55113dc818352068c961a9c7b79492b,,,CIM,72.74,https://www.eventbrite.ca/e/cim-gta-west-golf-tournament-june-2025-tickets-1263085265029?aff=ebdssbdestsearch,2001-06-19,2025-06-01,,19:00,Hidden Lake Golf Club,"1137 1 Side Road Burlington, ON L7P 0T1 Show map",Canada,ON,,L7P 0T1
Rock’n Rosario’s,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F985065703%2F2675748683501%2F1%2Foriginal.20250316-202953?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=2e964bd7c07d50df57d2dc41e48e96e0,,,Reuben Kincaid and Guilty 5,20,https://www.eventbrite.ca/e/rockn-rosarios-tickets-1287635986899?aff=ebdssbdestsearch,2007-06-20,2025-06-01,,23:59,3030 Dundas St W,"3030 Dundas Street West Toronto, ON M6P 1Z3 Show map",Canada,ON,,M6P 1Z3
Fearless Calgary Women's Summit,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F929989413%2F220001557764%2F1%2Foriginal.20250107-213115?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C7%2C1444%2C722&s=24b050b68c5141f98103c094150216f2,,,One Woman,60 - 100,https://www.eventbrite.ca/e/fearless-calgary-womens-summit-tickets-1141265418589?aff=ebdssbdestsearch,2025-06-07,2025-06-01,09:00,16:30,Sheraton Cavalier Calgary Hotel,"2620 32 Avenue Northeast Calgary, AB T1Y 6B8 Show map",Canada,AB,,T1Y 6B8
FutureWave 2025 - Hybrid Event,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1009490923%2F422557830409%2F1%2Foriginal.20250415-162420?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=812%2C0%2C5042%2C2521&s=6c7a7bdefeb0ab6c623575562b933710,,,TECHNATION Career Ready Program,0 - 22.63,https://www.eventbrite.ca/e/futurewave-2025-hybrid-event-tickets-1325426910569?aff=ebdssbdestsearch,2025-06-05,2025-06-01,09:00,17:30,NorQuest College,"10215 108 Street Northwest Edmonton, AB T5J 1L6 Show map",Canada,AB,,T5J 1L6
iFreeStyle.ca's 20th Anniversary Party - ALL THAT GLITTERS,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1001930503%2F130905662851%2F1%2Foriginal.20250406-032736?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=207%2C0%2C1182%2C591&s=23d064221bb2310a81be0e47c2d84e98,,,iFreeStyle.ca Latin Dance Company,28.25,https://www.eventbrite.ca/e/ifreestylecas-20th-anniversary-party-all-that-glitters-tickets-1312574739379?aff=ebdssbdestsearch,2025-06-28,2025-06-29,20:00,02:00,Casa Do Alentejo Community Centre,"1130 Dupont Street Toronto, ON M6H 2A2 Show map",Canada,ON,,M6H 2A2
Historic Heisler Train Excursion,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F660461609%2F173642519297%2F1%2Foriginal.20231218-215833?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=475dd2d87492d8678f25bf50adc4d765,,,Battle River Train Excursions,97.18,https://www.eventbrite.ca/e/historic-heisler-train-excursion-tickets-1091272729109?aff=ebdssbdestsearch,2025-06-14,2025-06-01,12:30,17:30,Kelsey Loading Site,"Range Road 183 & Railway Avenue Kelsey, AB T0B 2K0 Show map",Canada,AB,,T0B 2K0
"Granby : Gestion des émotions, communication consciente et lâcher-prise",,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F940971923%2F242151267944%2F1%2Foriginal.20250121-153401?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=06528b9834d3f10c6768b24cd76985f8,,,Les Conférences Marc Gervais,3664,https://www.eventbrite.ca/e/billets-granby-gestion-des-emotions-communication-consciente-et-lacher-prise-1075847973249?aff=ebdssbdestsearch,,,,,Hôtel Castel,"901 Rue Principale Granby, QC J2G 2Z5 Afficher la carte",Canada,QC,,J2G 2Z5
Le Cordon Bleu's 130th Anniversary Soirée,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1019520413%2F1516398874083%2F1%2Foriginal.20250429-201425?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.496212121212&fp-y=0.513059701493&s=fb7dd2f1d5102f5af8351c38f9bc6b40,,,Le Cordon Bleu Ottawa,130,https://www.eventbrite.ca/e/le-cordon-bleus-130th-anniversary-soiree-tickets-1333332155369?aff=ebdssbdestsearch,2006-06-13,2025-06-01,,21:00,453 Laurier Ave E,"453 Laurier Avenue East Ottawa, ON K1R 0A2 Show map",Canada,ON,,K1R 0A2
2025 Atlantic Canadian Conference on Energy System Modelling,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F981827963%2F1383389258943%2F1%2Foriginal.20250312-142720?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=94bb5874d6ec761d55cab6ed3211b873,,,Net Zero Atlantic,280.76,https://www.eventbrite.ca/e/2025-atlantic-canadian-conference-on-energy-system-modelling-tickets-1278110796799?aff=ebdssbdestsearch,2025-06-18,2025-06-01,07:30,19:30,The Westin Nova Scotian,"1181 Hollis Street Halifax, NS B3H 2P6 Show map",Canada,NS,,B3H 2P6
Luigi's Italian Salsiccia (Sausage) Making Class,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F827754569%2F244878667024%2F1%2Foriginal.20240815-160941?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=3b3fa95fed78abf02ff0bbbe21f07f66,,,Il Centro Vancouver's Italian Cultural Centre,Sold Out,https://www.eventbrite.ca/e/luigis-italian-salsiccia-sausage-making-class-tickets-1221375108829?aff=ebdssbdestsearch,,,,,,,Canada,,,
Road Runner Road Rally,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1001648723%2F1475681070763%2F1%2Foriginal.20250405-140933?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=119%2C33%2C1060%2C530&s=f78a934afe1336dbe69495d3837d5074,,,Windsor Road Runner Road Rally,50,https://www.eventbrite.ca/e/road-runner-road-rally-tickets-1313781177869?aff=ebdssbdestsearch,2005-06-06,2025-06-01,,23:00,Corpus Christi Church,"1400 Cabana Road West Windsor, ON N9G 1C4 Show map",Canada,ON,,N9G 1C4
BÁKAYAN [LIVE] W/RASI Z & IMI,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1043080343%2F2357110577493%2F1%2Foriginal.20250531-214544?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C83%2C1000%2C500&s=51b0d42c9a238fa8979c42f64c3def3c,,,GrooveBox,30.09,https://www.eventbrite.com/e/bakayan-live-wrasi-z-imi-tickets-1345577100329?aff=ebdssbdestsearch,2025-06-08,2025-06-01,16:00,23:00,Monarca,"181 Carrall Street Vancouver, BC V6B 0R5 Show map",Canada,BC,,V6B 0R5
Peut-on mieux organiser la première ligne,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1022667943%2F390627797877%2F1%2Foriginal.20250503-234134?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C70%2C1728%2C864&s=0c972fc5f6f7af204f826678ca230925,,,Groupe Espace Santé,10,https://www.eventbrite.ca/e/peut-on-mieux-organiser-la-premiere-ligne-tickets-1347285179239?aff=ebdssbdestsearch,2006-06-10,2025-06-01,,20:00,Salle Mc Hall,"3715 Avenue Lacombe Montréal, QC H3T 1M3 Show map",Canada,QC,,H3T 1M3
PRISONER Calgary @ Festival Hall with Passing Pluto & Lewd Antics,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F985794443%2F341806309079%2F1%2Foriginal.20250317-180720?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=6d3cd885993d4977ffc04ef3037411f8,,,,25,https://www.eventbrite.com/e/prisoner-calgary-festival-hall-with-passing-pluto-lewd-antics-tickets-1290218059949?aff=ebdssbdestsearch,2007-06-07,2025-06-01,,23:30,Festival Hall,"1215 10 Avenue Southeast Calgary, AB T2G 0W6 Show map",Canada,AB,,T2G 0W6
MOUTON NOIR - Renzel Dashington -Ottawa,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F959534393%2F250685139794%2F1%2Foriginal.20250212-232127?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=5fe651a3d70e9e216b8f7f85c1208ce5,,,BBDR Présente,25.29,https://www.eventbrite.ca/e/mouton-noir-renzel-dashington-ottawa-tickets-1247622345019?aff=ebdssbdestsearch,2008-06-15,2025-06-01,,22:00,Laugh Lounge,"61 York Street Ottawa, ON K1N 9C7 Show map",Canada,ON,,K1N 9C7
Rockway Community Centre's First Annual Pride Bingo,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1016126703%2F1960618848433%2F1%2Foriginal.20250424-175400?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=594fb8ebe684e9b65344b124e9464acb,,,Spectrum Waterloo Region,Donation,https://www.eventbrite.ca/e/rockway-community-centres-first-annual-pride-bingo-tickets-1337295168849?aff=ebdssbdestsearch,2025-06-12,2025-06-01,06:30,20:30,1405 King St E,"1405 King Street East Kitchener, ON N2G 2N9 Show map",Canada,ON,,N2G 2N9
VBHC Summit Canada,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F986992723%2F1967837437303%2F1%2Foriginal.20250318-204204?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.46332046332&fp-y=0.692567567568&s=f68dbd3f5aec7ad6cea9ffa8d16eb51c,,,Expertise Valeur en Santé,112.11,https://www.eventbrite.ca/e/vbhc-summit-canada-tickets-1290250045619?aff=ebdssbdestsearch,2025-06-16,2025-06-20,08:00,17:00,HEC Montréal - Édifice Hélène-Desmarais,"501 Rue De la Gauchetière Ouest Montréal, QC H2Z 1Z5 Show map",Canada,QC,,H2Z 1Z5
Conférence esaïe 61,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1000972093%2F362717123271%2F1%2Foriginal.20250404-144120?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C60%2C1920%2C960&s=a1ed1579aa9d27f61d5caa277aab151c,,,Église Sans Frontières,54.58,https://www.eventbrite.ca/e/conference-esaie-61-tickets-1312003300189?aff=ebdssbdestsearch,2025-06-06,2025-06-08,09:30,16:30,Eglise Sans Frontières,"4975 Boulevard Sir-Wilfrid-Laurier Longueuil, QC J3Y 7R6 Show map",Canada,QC,,J3Y 7R6
